ID;Label;REG;Entidad_ID;Nivel;Census-Level;year;START_;END_;Fecha_Dato;Nota;Dato-tipo;Fuente;Población;Blancos;Indios;Indefinidos;Mestizos;Castas;Blancos-rel;Indios-rel;Indefinidos-rel;Mestizos-rel;Castas-rel;Esclavos;Esclavos-rel;Vecinos-doc;Familias-doc;Total-doc;Eclesiasticos-t-doc;Blancos-t-doc;Indios-t-doc;Indefinidos-doc;Mestizos-t-doc;Castas-t-doc;Negros-t-doc;Esclavos-t-doc;Eclesiasticos-m-doc;Eclesiasticos-f-doc;Blancos-m-doc;Blancos-f-doc;Indios-m-doc;Indios-f-doc;Indefinidos-m-doc;Indefinidos-f-doc;Mestizos-m-doc;Mestizos-f-doc;Castas-m-doc;Castas-f-doc;Negros-m-doc;Negros-f-doc;Esclavos-m-doc;Esclavos-f-doc;Blancos-m-cas-doc;Blancos-m-sol-doc;Blancos-m-men-doc;Blancos-f-cas-doc;Blancos-f-sol-doc;Blancos-f-men-doc;Indios-m-cas-doc;Indios-m-sol-doc;Indios-m-men-doc;Indios-f-cas-doc;Indios-f-sol-doc;Indios-f-men-doc;Indefinido-m-cas;Indefinido-m-sol;Indefinido-m-men;Indefinido-f-cas;Indefinido-f-sol;Indefinido-f-men;Mestizos-m-cas-doc;Mestizos-m-sol-doc;Mestizos-m-men-doc;Mestizos-f-cas-doc;Mestizos-f-sol-doc;Mestizos-f-men-doc;Castas-m-cas-doc;Castas-m-sol-doc;Castas-m-men-doc;Castas-f-cas-doc;Castas-f-sol-doc;Castas-f-men-doc;Negros-m-cas-doc;Negros-m-sol-doc;Negros-m-men-doc;Negros-f-sol-doc;Negros-f-cas-doc;Negros-f-men-doc;Esclavos-m-cas-doc;Esclavos-m-sol-doc;Esclavos-m-men-doc;Esclavos-f-cas-doc;Esclavos-f-sol-doc;Esclavos-f-men-doc;Blancos-m-viudos;Blancos-f-viudos;Indios-m-viudos;Indios-f-viudos;Indefinido-m-viudos;Indefinido-f-viudos;Mestizos-m-viudos;Mestizos-f-viudos;Castas-m-viudos;Castas-f-viudos;Negros-m-viudos;Negros-f-viudos;Esclavos-m-viudos;Esclavos-f-viudos;Tributarios
857;Valles del Tuy;VEN;;Distrito;20;1761;1761;1761;1761;;original;amn-caracas2;5980;0;0;5980;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;5980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
858;Valles de Aragua;VEN;;Distrito;20;1761;1761;1761;1761;;original;amn-caracas2;17394;0;0;17394;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;17394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859;Caracas;VEN;JUVECACA;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;62870;0;0;62870;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;62870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860;Villa de San Luis de Cura;VEN;JUVECAVC;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;1105;0;0;1105;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;1105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
861;San Sebastián de los Reyes y sus llanos;VEN;JUVECASS;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;14024;0;0;14024;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;14024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
862;Ciudad de Valencia y sus valle de la costa;VEN;JUVECAVA;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;14979;0;0;14979;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;14979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
863;Ciudad de Nirgua y sus valles;VEN;JUVECANI;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;5292;0;0;5292;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;5292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
864;San Carlos y sus llanos;VEN;JUVECASC;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;8038;0;0;8038;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;8038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865;Villa de Araure;VEN;JUVECAAR;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;4059;0;0;4059;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;4059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
866;Ciudad de Guanare;VEN;JUVECAGU;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;9404;0;0;9404;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;9404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
867;Ciudad de San Phelipe, sus valles y pueblos;VEN;JUVECASF;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;10219;0;0;10219;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;10219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868;Ciudad de Barquisimeto;VEN;JUVECABA;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;8993;0;0;8993;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;8993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869;Ciudad de Carora;VEN;JUVECACR;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;7401;0;0;7401;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;7401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
870;Ciudad del Tocuyo;VEN;JUVECATO;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;9525;0;0;9525;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;9525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
871;Ciudad de Truxillo;VEN;JUVECATR;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;9286;0;0;9286;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;9286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;Ciudad de Coro;VEN;JUVECACO;Jurisdiccion;30;1761;1761;1761;1761;;original;amn-caracas2;14251;0;0;14251;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;14251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
873;Venezuela;VEN;PRVECA00;Provincia_menor;40;1761;1761;1761;1761;;original;amn-caracas2;179446;0;0;179446;0;0;0,00;0,00;100,00;0,00;0,00;0;;;;;;;;179446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
874;Montevideo;RPL;JURPBOMV;Jurisdiccion;34;1778;1778;1780;1778;;investigacion;pollero-sagaseta;9414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
875;Popayán;QUI;JUQUPOPO;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;22110;0;8490;9920;0;3700;0,00;38,40;44,87;0,00;16,73;3700;16,735;;;;;;8490;9920;;;;3700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
876;Caloto;QUI;JUQUPOCT;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;17740;0;4880;7871;0;4989;0,00;27,51;44,37;0,00;28,12;4989;28,123;;;;;;4880;7871;;;;4989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
877;Cali;QUI;JUQUPOCA;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;15918;0;290;12830;0;2798;0,00;1,82;80,60;0,00;17,58;2798;17,578;;;;;;290;12830;;;;2798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
878;Buga;QUI;JUQUPOBU;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;18217;0;36;14334;0;3847;0,00;0,20;78,68;0,00;21,12;3847;21,118;;;;;;36;14334;;;;3847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
879;Toro;QUI;JUNGPOTO;Partido;30;1808;9999;9999;1808;Las cifras del Resumen en el periódico La Aurora de 1814 que deberían representar las personas existentes en 1808  son mucho más altas que las cifras que obtuvimos a partir de sumar padrones de lugares individuales (#767). Usamos las cifras de los padrones particulares.;original;aurora;5966;0;0;5757;0;209;0,00;0,00;96,50;0,00;3,50;209;3,503;;;;;;0;5757;;;;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
880;Cartago;QUI;JUNGPOCG;Partido;30;1808;1808;1808;1808;Las cifras parecen muy exageradas.;original;aurora;7319;0;90;6245;0;984;0,00;1,23;85,33;0,00;13,44;984;13,444;;;;;;90;6245;;;;984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881;Anserma;QUI;JUQUPOAN;Partido;30;1808;1808;1808;1808;;original;aurora;7417;0;1937;3977;0;1503;0,00;26,12;53,62;0,00;20,26;1503;20,264;;;;;;1937;3977;;;;1503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
882;Almaguer;QUI;JUQUPOAL;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;8187;0;1891;6078;0;218;0,00;23,10;74,24;0,00;2,66;218;2,663;;;;;;1891;6078;;;;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
883;Pasto;QUI;JUQUPOPA;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;16581;0;6403;9804;0;374;0,00;38,62;59,13;0,00;2,26;374;2,256;;;;;;6403;9804;;;;374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
884;Pastos;QUI;JUQUPOPS;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;17730;0;9750;7920;0;60;0,00;54,99;44,67;0,00;0,34;60;0,338;;;;;;9750;7920;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
885;Barbacoas;QUI;JUQUPOBA;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;7921;0;480;3978;0;3463;0,00;6,06;50,22;0,00;43,72;3463;43,719;;;;;;480;3978;;;;3463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
886;Iscuandé;QUI;JUQUPOIS;Jurisdiccion;30;1792;1808;1808;1808;Probablemente incluye Micay.;original;aurora;6630;0;542;3272;0;2816;0,00;8,17;49,35;0,00;42,47;2816;42,474;;;;;;542;3272;;;;2816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
887;Raposo;QUI;JUQUPORA;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;4084;0;491;1052;0;2541;0,00;12,02;25,76;0,00;62,22;2541;62,218;;;;;;491;1052;;;;2541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
888;Mocoa;QUI;PTQUPOMO;Jurisdiccion;30;1808;1808;1808;1808;;original;aurora;344;0;295;32;0;17;0,00;85,76;9,30;0,00;4,94;17;4,942;;;;;;295;32;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889;Popayán;QUI;PRQUPO00;Provincia;40;1808;1808;1808;1808;;suma-de-parciales;aurora;156164;0;35575;93070;0;27519;0,00;22,78;59,60;0,00;17,62;27519;17,622;;;;;;35575;93070;;;;27519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
890;San Juan;SDO;JUSDPRSJ;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;4108;0;0;4108;0;0;0,00;0,00;100,00;0,00;0,00;0;;;665;;;;;4108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
891;Toa baja;SDO;PTSDPRTB;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;1550;0;0;1550;0;0;0,00;0,00;100,00;0,00;0,00;0;;;200;;;;;1550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
892;Toa alta;SDO;PTSDPRTA;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;1800;0;0;1800;0;0;0,00;0,00;100,00;0,00;0,00;0;;;205;;;;;1800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
893;Manati;SDO;PTSDPRMA;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;2380;0;0;2380;0;0;0,00;0,00;100,00;0,00;0,00;0;;;288;;;;;2380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894;Arecivo;SDO;PTSDPRAR;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;3996;0;0;3996;0;0;0,00;0,00;100,00;0,00;0,00;0;;;498;;;;;3996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
895;La Tuna;SDO;PTSDPRTU;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;482;0;0;482;0;0;0,00;0,00;100,00;0,00;0,00;0;;;70;;;;;482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
896;Aguada;SDO;PTSDPRAG;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;4500;0;0;4500;0;0;0,00;0,00;100,00;0,00;0,00;0;;;560;;;;;4500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
897;Añasco;SDO;PTSDPRAN;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;4700;0;0;4700;0;0;0,00;0,00;100,00;0,00;0,00;0;;;500;;;;;4700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
898;Mayaguez;SDO;PTSDPRMY;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;1560;0;0;1560;0;0;0,00;0,00;100,00;0,00;0,00;0;;;246;;;;;1560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
899;El Pepino;SDO;PTSDPRVP;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;631;0;0;631;0;0;0,00;0,00;100,00;0,00;0,00;0;;;65;;;;;631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;Hutuado;SDO;PTSDPRUT;Partido;30;1769;1769;1769;1769;Cifras y nombres de las jurisdicciones no eran bien legibles en la imagen digital.;original;mp-sd_368;720;0;0;720;0;0;0,00;0,00;100,00;0,00;0,00;0;;;84;;;;;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
901;San German;SDO;JUSDPRSG;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;6654;0;0;6654;0;0;0,00;0,00;100,00;0,00;0,00;0;;;905;;;;;6654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902;Yauco;SDO;PTSDPRYC;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;1152;0;0;1152;0;0;0,00;0,00;100,00;0,00;0,00;0;;;176;;;;;1152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
903;Ponce;SDO;PTSDPRPO;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;2700;0;0;2700;0;0;0,00;0,00;100,00;0,00;0,00;0;;;460;;;;;2700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;Coamo;SDO;PTSDPRCO;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;2176;0;0;2176;0;0;0,00;0,00;100,00;0,00;0,00;0;;;325;;;;;2176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
905;Guayama;SDO;PTSDPRGM;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;1810;0;0;1810;0;0;0,00;0,00;100,00;0,00;0,00;0;;;320;;;;;1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
906;Las Piedras;SDO;PTSDPRHU;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;754;0;0;754;0;0;0,00;0,00;100,00;0,00;0,00;0;;;137;;;;;754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
907;Caguas;SDO;PTSDPRCG;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;500;0;0;500;0;0;0,00;0,00;100,00;0,00;0,00;0;;;100;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
908;Loisa;SDO;PTSDPRLO;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;964;0;0;964;0;0;0,00;0,00;100,00;0,00;0,00;0;;;154;;;;;964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909;Fajardo;SDO;PTSDPRFA;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;450;0;0;450;0;0;0,00;0,00;100,00;0,00;0,00;0;;;62;;;;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
910;Rio Piedras y Cangrejos;SDO;PTSDPRRP;Partido;30;1769;1769;1769;1769;;original;mp-sd_368;947;0;0;947;0;0;0,00;0,00;100,00;0,00;0,00;0;;;150;;;;;947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
911;Bayamón y Guaynabo;SDO;PTSDPRBY;Partido;30;1768;1769;1769;1769;;original;mp-sd_368;1663;0;0;1663;0;0;0,00;0,00;100,00;0,00;0,00;0;;;270;;;;;1663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
912;Puerto Rico;SDO;PRSDPR00;Provincia;40;1769;1769;1769;1769;;suma-de-parciales;mp-sd_368;46197;0;0;46197;0;0;0,00;0,00;100,00;0,00;0,00;0;;;6440;;;;;46197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
913;San Juan;SDO;JUSDPRSJ;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;6527;0;0;6527;0;0;0,00;0,00;100,00;0,00;0,00;0;;1207;;;;;;6527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
914;Guaynabo;SDO;PTSDPRGN;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;852;0;0;852;0;0;0,00;0,00;100,00;0,00;0,00;0;;116;;;;;;852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
915;Bayamon;SDO;PTSDPRBY;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;1289;0;0;1289;0;0;0,00;0,00;100,00;0,00;0,00;0;;150;;;;;;1289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916;Toa Alta;SDO;PTSDPRTA;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;2013;0;0;2013;0;0;0,00;0,00;100,00;0,00;0,00;0;;228;;;;;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
917;Toa Baja;SDO;PTSDPRTB;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;1967;0;0;1967;0;0;0,00;0,00;100,00;0,00;0,00;0;;159;;;;;;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
918;Vega;SDO;PTSDPRVB;Partido;30;1779;1775;1775;1775;;original;mp-sd_368;786;0;0;786;0;0;0,00;0,00;100,00;0,00;0,00;0;;128;;;;;;786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
919;Manaty;SDO;PTSDPRMA;Partido;30;1779;1775;1775;1775;;original;mp-sd_368;2815;0;0;2815;0;0;0,00;0,00;100,00;0,00;0,00;0;;330;;;;;;2815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920;Arecivo;SDO;PTSDPRAR;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;3873;0;0;3873;0;0;0,00;0,00;100,00;0,00;0,00;0;;607;;;;;;3873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
921;Utuado;SDO;PTSDPRUT;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;925;0;0;925;0;0;0,00;0,00;100,00;0,00;0,00;0;;147;;;;;;925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
922;Tuna;SDO;PTSDPRTU;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;1081;0;0;1081;0;0;0,00;0,00;100,00;0,00;0,00;0;;174;;;;;;1081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;Vegas y Pepino;SDO;PTSDPRVP;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;1095;0;0;1095;0;0;0,00;0,00;100,00;0,00;0,00;0;;220;;;;;;1095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
924;Moca;SDO;PTSDPRMO;Partido;30;1775;1775;1775;1775;;original;mp-sd_368;1051;0;0;1051;0;0;0,00;0,00;100,00;0,00;0,00;0;;153;;;;;;1051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
925;Aguadilla;SDO;PTSDPRAA;Partido;30;1780;1775;1775;1775;;original;mp-sd_368;937;0;0;937;0;0;0,00;0,00;100,00;0,00;0,00;0;;121;;;;;;937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;Aguada;SDO;PTSDPRAG;Partido;30;1780;1775;1775;1775;;original;mp-sd_368;2389;0;0;2389;0;0;0,00;0,00;100,00;0,00;0,00;0;;311;;;;;;2389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
